06.26002, -75.57669, Especie: Enterolobium cyclocarpum<br>Hábito: Árbol<br>Coord_Y: 6.2600181868<br>Coord_X: -75.576694698791187
06.26012, -75.57663, Especie: Psidium cattleianum<br>Hábito: Arbusto<br>Coord_Y: 6.2601211429<br>Coord_X: -75.576628970373150
06.26018, -75.57669, Especie: Matisia cordata<br>Hábito: Árbol<br>Coord_Y: 6.2601804400<br>Coord_X: -75.576685625012317
06.26010, -75.57692, Especie: Sterculia apetala<br>Hábito: Árbol<br>Coord_Y: 6.2600975514<br>Coord_X: -75.576921600790655
06.26012, -75.57700, Especie: Blighia sapida<br>Hábito: Árbol<br>Coord_Y: 6.2601237510<br>Coord_X: -75.577000901964041
06.26015, -75.57708, Especie: Pseudobombax septenatum<br>Hábito: Árbol<br>Coord_Y: 6.2601484847<br>Coord_X: -75.577079465382525
06.26006, -75.57717, Especie: Mangifera indica<br>Hábito: Árbol<br>Coord_Y: 6.2600571938<br>Coord_X: -75.577173102943661
06.26003, -75.57710, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2600309815<br>Coord_X: -75.577098203210795
06.26009, -75.57656, Especie: Dypterix odorata<br>Hábito: Árbol<br>Coord_Y: 6.2600914005<br>Coord_X: -75.576564258171089
06.26036, -75.57664, Especie: Mangifera indica<br>Hábito: Árbol<br>Coord_Y: 6.2603615079<br>Coord_X: -75.576642860284807
06.26031, -75.57669, Especie: Pouteria sp<br>Hábito: Árbol<br>Coord_Y: 6.2603114498<br>Coord_X: -75.576692600860071
06.26038, -75.57678, Especie: Terminalia catappa<br>Hábito: Árbol<br>Coord_Y: 6.2603773561<br>Coord_X: -75.576778930791534
06.26034, -75.57678, Especie: Psidium cattleianum<br>Hábito: Arbusto<br>Coord_Y: 6.2603368819<br>Coord_X: -75.576783637132166
06.26029, -75.57679, Especie: Citrus sp<br>Hábito: Arbusto<br>Coord_Y: 6.2602906281<br>Coord_X: -75.576786439519722
06.26025, -75.57681, Especie: Citrus sp<br>Hábito: Arbusto<br>Coord_Y: 6.2602494394<br>Coord_X: -75.576814931598022
06.26029, -75.57683, Especie: Schinus terebinthifolius<br>Hábito: Árbol<br>Coord_Y: 6.2602904899<br>Coord_X: -75.576834855302735
06.26028, -75.57701, Especie: Inga edulis<br>Hábito: Árbol<br>Coord_Y: 6.2602782589<br>Coord_X: -75.577005010603287
06.26033, -75.57700, Especie: Tabebuia rosea<br>Hábito: Árbol<br>Coord_Y: 6.2603325810<br>Coord_X: -75.577004431986438
06.26036, -75.57703, Especie: Enterolobium cyclocarpum<br>Hábito: Árbol<br>Coord_Y: 6.2603618656<br>Coord_X: -75.577031657929226
06.26035, -75.57706, Especie: Spathodea campanulata<br>Hábito: Árbol<br>Coord_Y: 6.2603471049<br>Coord_X: -75.577059491802089
06.26031, -75.57709, Especie: Cecropia peltata<br>Hábito: Árbol<br>Coord_Y: 6.2603095864<br>Coord_X: -75.577087994328011
06.26035, -75.57714, Especie: Spathodea campanulata<br>Hábito: Árbol<br>Coord_Y: 6.2603490808<br>Coord_X: -75.577138723909428
06.26010, -75.57732, Especie: Mangifera indica<br>Hábito: Árbol<br>Coord_Y: 6.2601030127<br>Coord_X: -75.577322516789721
06.26019, -75.57728, Especie: Simarouba amara<br>Hábito: Árbol<br>Coord_Y: 6.2601948868<br>Coord_X: -75.577281698546329
06.26022, -75.57739, Especie: Pseudobombax septenatum<br>Hábito: Árbol<br>Coord_Y: 6.2602180768<br>Coord_X: -75.577386666388946
06.26024, -75.57745, Especie: Cordia gerascanthus<br>Hábito: Árbol<br>Coord_Y: 6.2602421266<br>Coord_X: -75.577447621999937
06.26031, -75.57735, Especie: Terminalia catappa<br>Hábito: Árbol<br>Coord_Y: 6.2603106724<br>Coord_X: -75.577350251682205
06.26033, -75.57728, Especie: Spathodea campanulata<br>Hábito: Árbol<br>Coord_Y: 6.2603328910<br>Coord_X: -75.577281358714998
06.26035, -75.57721, Especie: Spathodea campanulata<br>Hábito: Árbol<br>Coord_Y: 6.2603509077<br>Coord_X: -75.577205851545997
